NomeComp;percentage20_Donald_Trump;percentage20_Joe_Biden;cases;deaths;TotalPop;IncomePerCap;Poverty;ChildPoverty;Unemployment;population_density_per_sqmi;percent_no_highschool_diploma;percent_age_65_and_older;percent_rural;percent_smokers;percent_adults_with_obesity;percent_physically_inactive;percent_excessive_drinking;life_expectancy;percent_adults_with_diabetes;percent_food_insecure;violent_crime_rate;homicide_rate
Arkansas Jackson;0.706;0.268;907;6;17429;19458;25.1;42.4;7;275974000000000;23.4;16.8;65060843474;22098124353;43;33.1;135387336;72896082561;23.8;20.4;69210139285;98965807314
Arkansas Jefferson;0.38;0.595;4302;102;71373;20371;24.7;39.2;10;831299000000000;15.7;15.2;30916252341;21331822966;40.8;34.1;13046483183;7328620647;15.9;24.7;10088679351;26251400242
Arkansas Johnson;0.73;0.241;1063;8;26155;18757;22.5;31;4.7;39438400000000;21;15.6;71366483947;20752465241;39.5;28.9;142692565;7603319228;12.9;15.4;24357966206;5999029248
Arkansas Lafayette;0.656;0.313;201;3;7051;25140;23.8;32.3;8.3;134906000000000;19.8;21.5;100;20145484054;46.2;45.4;11847012728;75449649416;29;21.9;17827854239;NA
Arkansas Lawrence;0.78;0.184;884;21;16777;19422;18.4;21;8.2;287858000000000;18.3;19.2;63560149297;1939464182;32.3;31;14634360951;73389894994;9.3;16.1;22687244395;NA
Arkansas Lee;0.452;0.5;1113;18;9614;15610;27.3;35.3;15.3;162308000000000;30.7;16.9;63507290867;24770229015;39.4;33.4;12711414661;75745810396;16.4;26.2;29351184346;16366125097
Arkansas Lincoln;0.704;0.266;2337;18;13885;13142;17.9;22.2;8.1;24814700000000;20.9;13.5;100;22467420691;32.6;40;15395571623;74657056107;15.5;18.5;15485450879;NA
Arkansas Little River;0.717;0.237;489;37;12494;23412;18.8;25.4;10.3;237029000000000;14;19.2;68521752335;21064747174;37.8;35.2;1322499882;74533449393;20.8;18.4;14427122991;NA
Arkansas Logan;0.783;0.188;617;5;21802;19708;20.2;29.7;8.1;309764000000000;17.2;19.1;71019549949;20399456184;32.8;35.3;14099084087;75188287763;18;16;37999907317;NA
Arkansas Lonoke;0.746;0.218;1877;33;71568;25184;12.3;17.3;4.8;924585000000000;11.9;12.6;44812452455;18585972716;43;32.7;15841285811;7493233795;12.8;13.9;34031158036;41784641955
Arkansas Madison;0.77;0.213;444;6;15907;23203;17.8;22.6;4.5;188924000000000;19.6;17.6;100;20813868314;34.7;30.9;14581126295;73347963366;12.1;13.9;18753973299;NA
Arkansas Marion;0.771;0.204;180;2;16374;19200;19.5;30.9;7.7;274770000000000;14;26.5;100;1992201061;28.8;29.9;13282507522;74594639269;17;15.3;34215961284;NA
Arkansas Miller;0.721;0.257;1613;21;43760;22227;21;31.7;8;698000000000000;14.5;15;40011964475;21478718195;34.3;40;13591450194;7386976633;12.3;19.7;53736952462;81770160433
Arkansas Mississippi;0.591;0.37;2412;69;43534;20378;25.6;37.9;11.6;490786000000000;19.6;13.4;36267211704;23644712474;40.9;38;1277043892;71590958423;17.3;23.3;98716908698;19702298273
Arkansas Monroe;0.549;0.407;230;2;7420;20486;28.6;46.6;9.1;12422400000000;21.8;21;68977788686;22240461226;38.5;37.4;1109457664;682494289;17.2;23.8;37099494098;NA
Arkansas Montgomery;0.787;0.188;188;8;9059;21480;18.1;29.4;4.4;116685000000000;20.2;24.8;100;18470426628;29;24.4;12618216016;77299616811;18.8;14.9;21850759314;NA
Arkansas Nevada;0.635;0.32;335;14;8528;18644;23;34;4.8;14029600000000;16.9;19.5;69178615094;21285822663;35.6;41.3;12419773292;74678201754;14.1;20.2;19430792091;NA
Arkansas Newton;0.798;0.177;324;20;7898;18053;17.8;23.1;4;97307200000000;19.6;23.6;100;19007814468;32;26.1;13246360012;77350640186;10.9;14.2;31607560528;NA
Arkansas Ouachita;0.584;0.378;401;9;24378;19780;26;41;8.3;337453000000000;13.8;18.2;56351454824;22845478643;38.1;34.4;12156172245;74102179555;15.1;22.9;61967042308;70111477249
Arkansas Perry;0.752;0.218;152;2;10320;21781;17.8;29.1;6.5;185763000000000;17.8;18.5;100;18916973608;33.3;28.1;14612652414;76163386704;14.9;14.7;51859099804;NA
Arkansas Phillips;0.389;0.579;781;16;19518;17287;33;53.3;15.7;286491000000000;23.6;16.3;47966171807;24354407224;42.8;40.3;1005838221;71764671134;18.7;29.5;11919390514;32304958811
Arkansas Pike;0.829;0.152;276;1;10893;20180;17.3;22.8;5.1;183427000000000;18.6;18.8;100;20061536848;33.6;37.4;14331725543;76459767021;14.3;14.7;14174668496;NA
Arkansas Poinsett;0.789;0.187;1203;23;24098;18361;21.4;35.1;5.4;318200000000000;21.3;17.3;7113859171;2181181141;41.7;40.2;14258441269;71826964379;20.9;17.6;34770361568;65131536098
Arkansas Polk;0.829;0.147;374;5;20212;18735;26.6;35.7;8.5;236567000000000;15.7;21.4;73385925854;20483963328;33.6;31.4;12921565868;76230887607;13.1;17;29681664152;NA
Arkansas Pope;0.74;0.236;2835;37;63372;21650;19.8;24.5;7.3;776649000000000;16.5;14.3;5449363604;19385628677;34.4;31.8;16004289793;76930184344;11.1;16;37243062489;54112920136
Arkansas Prairie;0.798;0.186;248;4;8309;22653;16.8;23.4;7.6;12862800000000;17.6;22;100;18546803799;44.4;47.1;13548154028;7641403279;14.8;16.9;16981017648;NA
Arkansas Pulaski;0.377;0.597;12467;220;392848;29855;17.3;26;5.9;516505000000000;9.9;13.5;12276746057;18180889407;33.2;29.5;15280619845;76328412229;11.9;19.3;10596289012;15479938182
Arkansas Randolph;0.787;0.178;693;26;17514;20932;20.9;28.7;3.5;269595000000000;16.7;20.1;67421670655;20486118772;35;33.2;13949582336;73509252678;18.8;16.5;29455502173;NA
Arkansas Saline;0.694;0.282;3056;34;116252;28410;8;10.2;4.3;159732000000000;10.7;17;36160122482;16490518717;30.2;27.2;17404300483;77453908317;12.7;11.9;3524580766;31750877729
Arkansas Scott;0.834;0.136;233;2;10584;18077;20.5;31.4;10.6;119478000000000;23.6;18.4;70355203418;20044696997;38.4;37.4;13859703097;73680965525;18.2;14.9;31808172253;NA
Arkansas Searcy;0.837;0.146;212;1;7925;21475;17.4;17.9;3.6;119172000000000;15.4;24.2;100;19924647373;32.3;31.3;13337979238;75292949316;16.3;15.1;12676681245;NA
Arkansas Sebastian;0.662;0.307;5104;99;127362;23916;22.5;33.7;5.6;239429000000000;17.5;14.3;20812126225;21649019947;31.1;30;1471017687;76052896597;12.4;16.5;63556239012;58240139776
Arkansas Sevier;0.747;0.215;1409;16;17206;18388;21.2;31.5;6.6;304233000000000;30.4;13.7;63600656583;19561479789;33.3;37;1335090244;76443529406;14.4;12.1;21605738484;NA
Arkansas Sharp;0.785;0.185;384;10;17041;20078;23.3;34.6;6.7;281699000000000;16.8;25.5;80056765524;21088879808;37.8;34.9;12321248398;73817829529;19.5;17.4;NA;NA
Arkansas St. Francis;0.457;0.506;1794;10;26688;16518;27.5;43.1;10;425697000000000;22;14;5155354236;2412771764;42.9;40.1;12550322726;7449542361;18.3;25.7;77678775417;20411342261
Arkansas Stone;0.777;0.199;409;21;12443;19881;24.2;37.1;8.3;20618300000000;23.5;25.3;100;20459451544;38.9;32.5;12649002356;76049812199;21.2;17.2;23933942319;NA
Arkansas Union;0.631;0.336;1187;52;40022;23463;20.1;30.1;8.3;38812000000000;16.3;16.6;54504190783;1992321164;34.6;32.6;12875477788;73150766838;13.6;19.8;58301047675;11412512393
Arkansas Van Buren;0.774;0.203;215;3;16751;20568;19.6;29.5;8.3;237996000000000;15.7;24.7;100;18995632143;37.2;30.7;13070006516;76183118041;15.4;16.2;27778607485;NA
Arkansas Washington;0.505;0.464;11881;154;223683;26371;18;21.2;4.9;233468000000000;15.8;10.7;25494792308;18972600972;29.8;25.4;17007327168;78248372974;8.9;14.4;45459715024;28005927073
Arkansas White;0.784;0.193;1622;33;78706;23120;16.6;19.8;6.2;761503000000000;16;15.2;54317816181;19345567322;31.4;30.6;1503484265;75327167865;13.4;15.9;34445365823;39874214976
Arkansas Woodruff;0.625;0.344;136;0;6763;19987;26;34;10.1;117133000000000;24.5;20.9;100;2144540376;42.1;40.6;12354744541;7338874978;26.8;21.9;16101880992;NA
Arkansas Yell;0.776;0.19;1368;31;21601;20209;17.8;27.3;6.3;233451000000000;22.1;16.9;79125535272;20807526357;37.7;35.3;13860904709;74074640522;14.1;13.2;3339936426;92045312592
California Alameda;0.176;0.804;23994;464;1629615;41363;11.3;13;6;217187000000000;12.7;12.4;0.3886057535;97327103382;19.4;14.5;19889669435;8287623703;6.9;12.2;62878196249;65754761675
California Alpine;0.323;0.643;8;0;1203;27448;19.8;17.3;14.6;160360000000000;8.9;20.8;100;14455123742;23;20.6;19639058695;NA;6.7;14.3;44247787611;NA
California Amador;0.609;0.366;347;16;37306;29628;10.6;20.3;9.3;621675000000000;11.7;24.7;60423722139;10832189668;29.7;24.8;21109092908;80381028572;13.8;11.6;23707073752;53294960961
California Butte;0.477;0.495;3172;53;225207;26304;20.5;21.5;9.1;136805000000000;11.7;17;18901818182;13768327267;27.2;22.4;20207333977;77646220562;9.8;16;32705730855;34794821265
California Calaveras;0.61;0.368;354;21;45057;31652;12.8;18.9;7.1;439083000000000;9.6;25.1;75409188644;10951935641;30.5;31.2;20181067608;7952590973;11.7;12.2;32724573793;47596080621
California Colusa;0.573;0.406;557;6;21479;25676;14;20.7;5.9;185630000000000;31.9;13;31724170129;12217255923;40.5;27.9;20121342379;79852589192;21;11.8;20095805585;NA
California Contra Costa;0.262;0.718;19195;246;1123678;42898;9.8;12.4;6.9;153292000000000;10.9;14.2;0.7927361121;99405871282;24;16.2;19595709913;82392027357;8.8;10.1;33602779077;57873712166
California Del Norte;0.564;0.408;181;1;27442;20809;23.2;31.2;9.5;274572000000000;17.8;15.3;3367354072;15132244804;34.4;24.9;19899523827;76502126341;10.2;16.4;60910920066;82701442623
California El Dorado;0.531;0.446;1390;4;185015;38156;9.8;11.6;8.1;107151000000000;7.4;17.9;34699930409;11220360679;22.5;18.2;22291603605;81942203041;8.2;10.7;21758394569;28568626861
California Fresno;0.451;0.529;31558;443;971616;22234;25.4;36.5;10.4;161637000000000;26.2;11.2;10805201784;13358907816;31.4;20;1651386204;78924969785;10.8;14;54177921571;71684882657
California Glenn;0.629;0.35;685;3;27935;21029;19.6;25.5;9.2;21291600000000;27.5;14.6;40871915227;1318078902;32.3;19.3;19836587324;77882197792;9.7;13;40814134579;56085249579
California Humboldt;0.299;0.675;571;10;135490;25208;20.8;22.5;8.9;378877000000000;9.7;15.4;29758659367;14468508365;29;16.9;20629193427;76955787424;8.9;16.2;43213579506;74766040211
California Imperial;0.346;0.634;13038;338;179957;17303;23.8;31;16;428118000000000;33;11.9;17417835534;12840010729;34.6;31.4;1711969222;81662205635;9.2;14.2;36625347999;32582246331
California Inyo;0.485;0.491;241;15;18195;30323;10.2;13.3;5.2;18000300000000;11.5;21.6;46430497142;11833847367;27.7;26.5;19719014344;78079912175;9.2;11.2;60045306913;NA
California Kern;0.516;0.462;34378;424;878744;21716;22.6;31.3;10.9;107150000000000;26.4;9.9;10206030983;1531417715;32.3;22.4;18291983119;77487421193;9.3;13.4;54533785309;97046060954
California Kings;0.553;0.423;8612;83;150183;19835;20.9;28.7;9.7;108147000000;27.1;9.1;10851603457;14270521128;29.4;23.7;20665934778;7966041685;10.4;13.2;4433772393;55934244082
California Lake;0.358;0.623;727;18;64095;23345;22.8;31.6;11.2;509961000000000;16.3;20.5;33106007887;14401200944;25.1;23.1;18755640373;74760216369;12.7;15.6;53547314438;12017037489
California Lassen;0.747;0.235;782;1;31470;20974;14.6;20.7;7.5;703452000000000;18.6;12.3;70525863304;13718787061;40.9;36.9;23872978;78730422689;19.6;13.9;58692995433;58624577227
California Los Angeles;0.267;0.712;309190;7074;10105722;30798;17;24;7.8;247824000000000;22.3;12.2;0.6052183584;10847678109;21.7;16.4;1886232279;82291130635;8.4;11.2;48834611236;57984717787
California Madera;0.547;0.431;5094;76;154440;19975;22.1;31.5;8.3;717632000000000;28.3;12.9;32924800318;13444284132;35.8;28;19555875063;79606449587;12.3;11.4;62023550783;57226613698
California Marin;0.156;0.826;7133;127;260814;66748;8.1;9.7;4.5;498297000000000;6.9;19.5;6519973535;97252337607;16.6;12.6;20298128599;85356240881;5.3;9.5;17785725089;18705193497
California Mariposa;0.579;0.398;81;2;17658;28241;15.1;17.5;10;121789000000000;10.5;24.8;100;11745263222;23.8;20.7;18769730493;79196297264;7.1;14.2;43142857143;NA
California Mendocino;0.251;0.727;1165;21;87497;27093;19.1;24.4;10.4;249287000000000;13.5;18.9;45230587083;12905413824;32.1;18.6;18974861155;79338623024;7.6;13.6;64048580677;48908524756
California Merced;0.433;0.544;9674;156;267390;20120;23.3;33.4;14.6;136936000000000;31.4;10.5;14273260019;14129606461;28.4;21.8;18611681806;78761019538;14.3;13.1;55533866693;80471059463
California Modoc;0.703;0.279;51;0;9017;22052;18.1;20.4;7.5;230702000000000;13.6;23.1;69956638447;13824458393;28.3;25.3;17677770627;77038892558;18.6;15.5;5047955578;NA
California Mono;0.373;0.596;194;2;14058;30888;9.9;12;3.6;4608420000000;16;13.2;45831573018;11936718182;25.4;17.5;22544157896;96522968286;5.6;10.7;26206203331;NA
California Monterey;0.278;0.7;11752;96;433168;27168;14.7;21.6;6;131136000000000;29.1;12;98160011757;12249990899;27.7;19.8;19164871412;82502977487;8.4;9.5;42063614456;10232498879
California Napa;0.286;0.692;2040;16;141005;40632;8.2;9;5.4;188183000000000;16.1;17;13400838193;99328479729;23.8;18.5;20176223321;81768570942;8.6;8;39768136308;14198062979
California Nevada;0.407;0.57;644;9;98838;35581;12.1;15.1;7.3;102989000000000;6.7;23.4;42134785954;11508296567;22;14.4;20822974969;81320987637;6.2;12.2;26419005426;15875787836
California Orange;0.444;0.536;60115;1484;3155816;37603;12.1;16.4;5.8;396171000000000;15.5;13.2;0.1433444333;9311197445;19.4;15.2;19925124702;83105149802;8.5;9.2;21358280579;19983065598
California Placer;0.515;0.462;4374;59;374985;39734;8.2;8.3;5.6;263361000000000;5.8;17.9;13787195206;97846207167;20.8;15.2;19618327414;82198294917;6.7;10.3;16199867528;19348068721
California Plumas;0.571;0.408;85;0;18724;32056;13.3;12.8;9.4;734569000000000;8.1;24.9;74024091568;11489555607;26.9;23.5;19348566637;78494120467;11;15.5;57482224099;NA
California Riverside;0.447;0.536;68178;1319;2355002;25700;15.6;21.3;9.9;322481000000000;19.5;13.2;46223102326;12499944322;27.1;20.7;20439441155;80902895316;9.4;9.4;29124456001;4136047
California Sacramento;0.347;0.631;26316;500;1495400;29693;16.7;22.6;8.8;153305000000000;13.2;12.8;2062112169;11550028552;28.9;18.7;19953298478;7962220315;9.5;14.4;50824109624;60772799125
California San Benito;0.368;0.611;1473;15;58671;30012;9.7;14.4;8.8;418020000000000;21.7;11.2;24004414771;10783185266;32.3;28.2;20732695839;82023633312;9;5.6;29870306703;33914400054
California San Bernardino;0.436;0.544;65207;1078;2121220;22867;18.2;25.8;9.9;105037000000000;21.2;10.4;47344991426;12628276552;28.8;22.9;18763279846;78781471068;9.4;10.1;44188442142;60687364037
California San Diego;0.375;0.602;57102;891;3283665;34350;13.3;17.1;7.1;773386000000000;13.6;12.7;32970494422;10753175291;20.3;14.4;21600612552;8220620368;7.1;11;32771883112;27843058397
California San Francisco;0.127;0.853;12454;148;864263;59508;11.7;11.4;5.4;181319000000000;12.6;14.4;0;10326062381;18.4;13.8;2311654878;83792757512;6.8;13.3;76046400445;46850507838
California San Joaquin;0.401;0.58;22106;494;724153;24694;17.1;23.1;10.1;513405000000000;22;11.7;84728573805;11706166224;32.7;24.9;19694401227;78497259718;10.4;12.8;78732183644;99203088208
California San Luis Obispo;0.421;0.555;4298;32;280119;33972;13.8;12.9;4.8;844319000000000;9.9;17.6;16596386994;10783296935;25.5;15;20264998405;81495360687;8;11.6;40822505811;19367666089
California San Mateo;0.202;0.78;11371;161;763450;53516;7.3;8.7;4.7;168276000000000;11.4;14.6;18910127483;86133573373;21.2;15.6;18833591667;84742822397;7.6;8.3;20911245996;20127340227
California Santa Barbara;0.327;0.65;9957;128;442996;32872;15.4;19.4;6.6;160648000000000;19.9;14;50175161302;11377310554;24.6;16.4;20858405151;8209976816;8.7;9.8;31805052279;29095799536
California Santa Clara;0.252;0.727;25139;406;1911226;48689;8.6;9.7;5.7;145992000000000;12.9;12.2;10836632724;82690140125;19.4;15.9;16734114158;8463082824;7.6;8.9;26408835127;25474703056
California Santa Cruz;0.185;0.791;2895;26;273263;36388;14.7;17;6.7;608611000000000;13.7;13.5;12039316721;11440834335;19;11.4;23174929241;82825500041;6.9;11.1;40952586412;30939133809
California Shasta;0.652;0.325;2122;31;178919;26455;18.1;25.4;6.8;474729000000000;10;19.3;29286266455;13963535044;23.8;19.5;19263739051;76214676453;11;15.9;72613674647;55710528096
California Sierra;0.592;0.378;6;0;2885;31750;12.3;10.6;5.3;307501000000000;11;26.1;99722222222;1180830717;24.7;28.5;18046121479;80877625032;6.9;13.2;42222597534;NA
California Siskiyou;0.565;0.411;241;0;43530;24605;20.7;26.6;9.1;695485000000000;11.4;22.8;65826280624;14066326017;31.8;23.3;18486669363;76571909406;13.4;16.9;34355545308;78350717399
California Solano;0.336;0.641;7634;76;434981;31934;11.5;16.6;8.5;522768000000000;12.5;13.6;3718452427;11705074337;30.3;23.3;19786978417;80049764319;10.2;12.6;47630025821;77831413218
California Sonoma;0.205;0.776;9686;136;500943;37767;10.7;13.1;5.9;315878000000000;12.8;16.7;12353527129;1007567654;22.4;15.5;21610468886;81989758942;7.2;10;36791949455;19161904076
California Stanislaus;0.481;0.497;17979;401;535684;24007;17.2;23.2;11.8;354651000000000;22.4;12.1;79807096081;12789751068;30.5;24.3;20547136544;78182902664;11.4;11.9;5784520988;54566613324
California Sutter;0.572;0.407;1912;12;95583;24849;16.7;23.3;10.5;158372000000000;20.8;14.5;1479780867;11952152448;31.8;24.5;18870890756;78760026538;10.3;14.4;35179749787;44590569392
California Tehama;0.654;0.324;953;14;63247;22631;20.9;30.9;10.1;21363100000000;17.1;17.9;51488268755;14258973789;27.9;28;18830959957;76674239767;9.9;14.4;54013753282;56311886764
California Trinity;0.493;0.468;33;0;13037;23575;19.9;24.5;9.6;414561000000000;9.3;24.1;100;14700216999;33.5;24.2;18389944672;77358613188;7.8;16.5;38032936523;13152270411
California Tulare;0.528;0.45;17852;293;458809;18962;27.1;36.2;10;944726000000000;31.8;10.4;15479930074;13799712245;37.1;26.9;18021422307;78502115626;9.3;13.2;38180764333;83359979496
California Tuolumne;0.58;0.396;291;6;53899;31570;13.6;13.8;7.9;242529000000000;10.2;23.4;4896595322;11343019399;33.2;20.9;2110129387;78689385673;9.7;13.6;31615673143;NA
California Ventura;0.383;0.595;14635;166;847834;35771;10.3;14.4;6.6;457462000000000;16.6;13.6;31245521172;10561021793;20.7;17.2;18565430894;82472556329;9.3;7.6;24048967302;33236363011
California Yolo;0.248;0.732;3303;60;212605;30615;19.4;16.3;7.2;206618000000000;14.4;11.3;69295839163;10906577644;23.9;13.8;21207740794;81620860132;6.3;13.3;33188943992;21554003218
California Yuba;0.593;0.378;1353;10;74644;22814;18.5;25;9.9;116919000000000;17.8;11.5;26222714989;14179140049;34.4;33.8;2073637063;75233523124;11.9;14.9;4137271153;70466660699
Colorado Adams;0.404;0.567;15538;263;487850;27487;12.2;16.4;5.1;411189000000000;17.8;9.5;36204464191;16324605425;27.8;19.9;18915457358;79164313075;7.7;8;37242750473;53308838605
Colorado Alamosa;0.489;0.482;360;9;16345;19217;27.8;33.8;9.9;226315000000000;16.2;12.7;36866299773;17284642561;24;23.9;16539377237;76176734491;6.4;12.3;NA;NA
Colorado Arapahoe;0.364;0.61;13956;387;626612;36951;9.9;13.2;5.2;774089000000000;7.7;11.8;15753413881;13263552471;22.1;16.6;17881841129;81115142245;7;11.2;3299652518;43796939141
Colorado Archuleta;0.568;0.409;68;0;12592;29344;11.6;21.3;5.4;915124000000000;8.6;22.2;59376034426;13476071073;23.9;12.5;15932279393;82146124572;4.5;10.3;19026029227;NA
Colorado Baca;0.839;0.143;37;0;3581;22853;19.5;28.7;4.5;142779000000000;13.7;25.5;100;1517142555;30.8;28.5;15884236424;80226380627;15.1;13.1;96471885336;NA
Colorado Bent;0.659;0.324;18;0;5806;14028;24.5;32.4;9.3;384436000000000;15.8;16.1;37959686106;18217267397;30;24.1;17802270067;75089520487;7.5;13.1;13348758565;NA
Colorado Boulder;0.203;0.776;5988;88;316782;42119;13.1;11.6;5.2;432251000000000;5.5;12.1;89130825924;11318441782;15.2;9.5;20226717701;8296930928;4.8;11.2;2423764358;11266899786
Colorado Broomfield;0.35;0.624;1091;42;64283;43736;5.2;4.7;4;189220000000000;3.9;11.9;0.5832990392;11625377957;19.6;13;20123194893;82903477007;6.8;9;50922081381;35626095224
Colorado Chaffee;0.454;0.522;433;20;18818;28907;9.6;8.2;2.5;182621000000000;8.3;22.8;37413667247;13488872927;15.6;17.1;18558286232;82021473515;7;10.2;61134442613;NA
Colorado Cheyenne;0.874;0.115;15;0;2127;23698;11.8;10.2;8.1;116461000000000;9.4;11.6;100;14000025537;23.8;30.9;18075661475;78163133396;12.3;9.8;8014961261;NA
Colorado Clear Creek;0.416;0.556;93;1;9257;41257;6.8;7.7;3.2;233757000000000;3.1;18.2;100;12483216724;22.2;16.7;20325878278;83891454363;6.7;9.8;56254136334;NA
Colorado Conejos;0.529;0.451;82;0;8147;19047;21.1;27;9.4;637939000000000;16;17.4;100;15554174957;26.1;25.5;14582967976;7581977446;8.2;7.9;44952478808;NA
Colorado Costilla;0.351;0.63;42;1;3628;20737;29.6;49.9;9.1;292442000000000;23;25.5;100;17104496838;27.9;25.1;12299856387;78084972308;13.7;8.8;22624434389;NA
Colorado Crowley;0.729;0.247;99;1;5514;14393;24.6;31.3;21.4;703179000000000;17.2;13.3;100;18629092853;30.9;20.5;19601996375;7784818402;5.6;12.3;6518904824;NA
Colorado Custer;0.679;0.308;24;0;4505;26032;15.7;25.9;8.7;592316000000000;8.3;28.9;100;13658191367;27.9;21.2;15231963976;76919038452;7.2;12.9;12515644556;NA
Colorado Delta;0.675;0.304;217;3;30217;25546;16.5;22.6;8.5;264612000000000;12;23.3;63172008271;14599282442;26.7;20.4;15387816627;78042945564;9.8;12.8;84296945152;NA
Colorado Denver;0.182;0.796;19878;452;678467;38991;15.1;22.8;4.5;432586000000000;13.6;10.9;0;14664503351;16.6;12.8;26609421093;79767451855;5.1;11.9;63146154365;62390132242
Colorado Dolores;0.755;0.232;3;0;1736;23190;14.1;19.7;0.4;167640000000000;9.1;27;100;1527942802;20.7;17.3;15936644711;76138791216;5.7;12.4;1753507014;NA
